author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
Víctor Roura,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
Alejandro Ramírez,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
Jonathan Pokluda,קריינות: Jonathan JP Pokluda,ספר מוקלט,christianaudio,2021,נוער צעיר ונוער בוגר,4.57,אנגלית,"תאריך פרסום
ספר מוקלט: 2 במרץ 2021",5שעות
Juan Moisés de la Serna,קריינות: Ian A. Miller,ספר מוקלט,Tektime,2020,נוער צעיר ונוער בוגר,2,אנגלית,"תאריך פרסום
ספר מוקלט: 17 בדצמבר 2020",3שעות 23דקות
Colleen Oakes,קריינות: Fiona Hardingham,ספר מוקלט,Oasis Audio,2021,נוער צעיר ונוער בוגר,4.44,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בינואר 2021",8שעות 23דקות
David Elliott,"קריינות: Matt Wolf, Tessa Netting, Maxwell Hamilton, Moira Quirk",ספר מוקלט,Clarion Books,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 16 במרץ 2021",1שעות 47דקות
Kathy Kacer,קריינות: Gabi Epstein,ספר מוקלט,Second Story Press,2021,נוער צעיר ונוער בוגר,3,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בינואר 2021",5שעות 35דקות
Jennifer Gold,קריינות: Shauna Haracka,ספר מוקלט,Second Story Press,2021,נוער צעיר ונוער בוגר,4.25,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בינואר 2021",8שעות 10דקות
Frederick Ramsay,קריינות: Lloyd James,ספר מוקלט,Blackstone Publishing,2009,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר מוקלט: 31 באוגוסט 2009",8שעות 33דקות
Besra Ode,NaN,ספר דיגיטלי,Verlag der Ideen,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 18 בדצמבר 2020",NaN
Laura Janus,NaN,ספר דיגיטלי,Zeilenfluss,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 19 בנובמבר 2020",NaN
Frederik van Eeden,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
Atzimba Medina Bojórquez,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
Edgar Rice Burroughs,"קריינות: Ursula Langrock, Helmut Wöstmann, Dieter Eppler, Wolfgang Reinsch, Ludwig Thiesen, Manfred Georg Herrmann",ספר מוקלט,All Ears GmbH,2021,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 15 בינואר 2021",1שעות 10דקות
Todd Hasak-Lowy,קריינות: Adam Verner,ספר מוקלט בנוסף ספר דיגיטלי,Oasis Audio,2021,נוער צעיר ונוער בוגר,5,אנגלית,"תאריך פרסום
ספר מוקלט: 9 בינואר 2021
ספר דיגיטלי: 7 באפריל 2020",5שעות 16דקות
Steve Beaumont,NaN,ספר דיגיטלי,Arcturus,2016,נוער צעיר ונוער בוגר,2.5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 29 ביולי 2016",NaN
Nathan Cuckow,"קריינות: Nathan Cuckow, Beth Graham",ספר מוקלט,Kill Your Television Theatre,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 23 באוקטובר 2020",1שעות 18דקות
ID Johnson,NaN,ספר דיגיטלי,ID Johnson,2019,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 21 בדצמבר 2019",NaN
ID Johnson,NaN,ספר דיגיטלי,ID Johnson,2019,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 21 בדצמבר 2019",NaN
Fiona Wagenar,"קריינות: Antonio Castro, Christian Woelfig",ספר מוקלט,Volodymyr Vasyliv,2021,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 21 במאי 2021",13שעות 7דקות
Sally Gardner,קריינות: Sally Gardner,ספר מוקלט,W. F. Howes Ltd,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בפברואר 2021",58דקות
Catherine O'Flynn,קריינות: Penny Andrews,ספר מוקלט,W. F. Howes Ltd,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 במרץ 2021",3שעות 25דקות
Gene Stratton-Porter,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Annie F. Johnston,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Philip Critchlow,קריינות: Marianne Jacobs,ספר מוקלט,FLACK,2021,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 19 בינואר 2021",11דקות
R.M. Ballantyne,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Louisa May Alcott,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Gene Stratton-Porter,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Viktor Rydberg,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Lila Calderón,NaN,ספר דיגיטלי,Zig-Zag,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Gene Stratton-Porter,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Louisa May Alcott,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Mary Mapes Dodge,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Gene Stratton-Porter,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Martha Esther Serrano Arias,NaN,ספר דיגיטלי,Editorial Universidad de Guadalajara,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 16 בדצמבר 2020",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
R.M. Ballantyne,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Elizabeth Sibthorpe Pinchard,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Gene Stratton-Porter,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Ricardo E Facci,NaN,ספר דיגיטלי,Hogares Nuevos Ediciones,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Margaret Sidney,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Lise Gast,NaN,ספר דיגיטלי,SAGA Egmont,2017,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 2017",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Tamara Hart Heiner,NaN,ספר דיגיטלי,Tamark Books,2018,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 16 בינואר 2018",NaN
Bible Pathway Adventures,NaN,ספר דיגיטלי,Bible Pathway Adventures,2020,נוער צעיר ונוער בוגר,0,צרפתית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
G.A. Henty,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Andrew Lang,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Joseph Sheridan Le Fanu,NaN,ספר דיגיטלי,Miniature Masterpieces,2016,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 ביוני 2016",NaN
Arthur Conan Doyle,NaN,ספר דיגיטלי,Musaicum Books,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
עמית נגלר,קריינות: אודי רוטשילד,ספר מוקלט,Storyside,2021,רומנטיקה,4.24,עברית,"תאריך פרסום
ספר מוקלט: 18 במאי 2021",5שעות 52דקות
רם אורן,קריינות: נטע סובול,ספר מוקלט,Storyside,2021,רומנטיקה,4.75,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021",11שעות 17דקות
מיכל שלו,קריינות: אורנה פיטוסי,ספר מוקלט,Storyside,2021,רומנטיקה,5,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021",13שעות 9דקות
קולין מקאלוג,קריינות: זיו זוהר מאיר,ספר מוקלט,Storyside,2021,רומנטיקה,4.25,עברית,"תאריך פרסום
ספר מוקלט: 25 במאי 2021",23שעות 14דקות
ג’סיקה פלורנס,"קריינות: ג׳וני רוזנבלום, דניאל גילת",ספר מוקלט,Storyside,2021,רומנטיקה,4.09,עברית,"תאריך פרסום
ספר מוקלט: 10 באוקטובר 2021",6שעות 57דקות
ג'. ג'. מקאבוי,"קריינות: אורי דרור, מור גלפנד",ספר מוקלט בנוסף ספר דיגיטלי,Storyside,2021,רומנטיקה,4.23,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021
ספר דיגיטלי: 4 בדצמבר 2017",8שעות 7דקות
מיכל שלו,קריינות: עומר ירדני,ספר מוקלט,Storyside,2021,רומנטיקה,4.57,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021",13שעות 45דקות
Lucinda Riley,"קריינות: Richard Armitage, Tuppence Middleton",ספר מוקלט,Pan Macmillan,2023,רומנטיקה,4.48,אנגלית,"תאריך פרסום
ספר מוקלט: 11 במאי 2023",24שעות 59דקות
עמית נגלר,קריינות: עדי עזרא,ספר מוקלט,Storyside,2021,רומנטיקה,4.59,עברית,"תאריך פרסום
ספר מוקלט: 25 במאי 2021",8שעות 27דקות
זואי פולביג,קריינות: עדי חבין,ספר מוקלט,Storyside,2021,רומנטיקה,3.3,עברית,"תאריך פרסום
ספר מוקלט: 16 ביוני 2021",10שעות 54דקות
Kristin Hannah,קריינות: Polly Stone,ספר מוקלט,Macmillan Digital Audio,2015,רומנטיקה,4.58,אנגלית,"תאריך פרסום
ספר מוקלט: 7 במאי 2015",17שעות 19דקות
Jae,קריינות: Angela Dawe,ספר מוקלט,Tantor Audio,2018,רומנטיקה,4.29,אנגלית,"תאריך פרסום
ספר מוקלט: 27 במרץ 2018",11שעות 24דקות
מיכל אדמוני,קריינות: עדי דרורי,ספר מוקלט,Storyside,2022,רומנטיקה,3.75,עברית,"תאריך פרסום
ספר מוקלט: 6 בנובמבר 2022",8שעות 40דקות
Ella Maise,"קריינות: Alexander Cendese, Lidia Dornet",ספר מוקלט,Tantor Audio,2018,רומנטיקה,4.11,אנגלית,"תאריך פרסום
ספר מוקלט: 26 ביוני 2018",11שעות 53דקות
Eloisa James,קריינות: Susan Duerden,ספר מוקלט,HarperAudio,2011,רומנטיקה,4.22,אנגלית,"תאריך פרסום
ספר מוקלט: 11 באוקטובר 2011",9שעות 20דקות
Tessa Dare,קריינות: Carolyn Morris,ספר מוקלט,HarperAudio,2013,רומנטיקה,3.96,אנגלית,"תאריך פרסום
ספר מוקלט: 17 בדצמבר 2013",10שעות 51דקות
Robin Alexander,קריינות: Lori Prince,ספר מוקלט,Tantor Audio,2021,רומנטיקה,4.35,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בינואר 2021",6שעות 18דקות
Belle Harper,"קריינות: Stephanie Rose, Chris Chambers",ספר מוקלט,Tantor Audio,2020,רומנטיקה,4.15,אנגלית,"תאריך פרסום
ספר מוקלט: 24 בנובמבר 2020",10שעות 18דקות
Lucinda Riley,קריינות: Yolanda Kettle,ספר מוקלט,Pan Macmillan,2021,רומנטיקה,4.14,אנגלית,"תאריך פרסום
ספר מוקלט: 7 בינואר 2021",18שעות 27דקות
Kristen Callihan,"קריינות: Charlotte North, Rupert Channing",ספר מוקלט,Tantor Audio,2021,רומנטיקה,4.22,אנגלית,"תאריך פרסום
ספר מוקלט: 12 בינואר 2021",10שעות 38דקות
Toni Aleo,"קריינות: Felicity Munroe, Aiden Snow",ספר מוקלט,Tantor Audio,2021,רומנטיקה,4.15,אנגלית,"תאריך פרסום
ספר מוקלט: 16 בפברואר 2021",14שעות 12דקות
Kristin Hannah,קריינות: Julia Whelan,ספר מוקלט,Pan Macmillan,2021,רומנטיקה,4.49,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בפברואר 2021",15שעות 1דקות
Lili Valente,"קריינות: Connor Crais, Lili Valente",ספר מוקלט,Self Taught Ninja Ince,2020,רומנטיקה,3.96,אנגלית,"תאריך פרסום
ספר מוקלט: 2 באוקטובר 2020",6שעות 44דקות
Karen Swan,קריינות: Olivia Dowd,ספר מוקלט,Macmillan Digital Audio,2021,רומנטיקה,4.12,אנגלית,"תאריך פרסום
ספר מוקלט: 8 ביולי 2021",13שעות 29דקות
Melanie Moreland,"קריינות: Maxine Mitchell, Aiden Snow",ספר מוקלט,Tantor Audio,2021,רומנטיקה,4.17,אנגלית,"תאריך פרסום
ספר מוקלט: 1 ביוני 2021",8שעות 44דקות
Eloisa James,קריינות: Susan Duerden,ספר מוקלט,HarperAudio,2017,רומנטיקה,3.99,אנגלית,"תאריך פרסום
ספר מוקלט: 31 בינואר 2017",9שעות 49דקות
Monica McCallan,קריינות: Lori Prince,ספר מוקלט,Tantor Audio,2021,רומנטיקה,4.62,אנגלית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2021",10שעות 28דקות
רם אורן,קריינות: מיכה אוזין,ספר מוקלט,Storyside,2021,רומנטיקה,4.53,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021",14שעות 30דקות
מיכל שלו,קריינות: שרון טל,ספר מוקלט,Storyside,2021,רומנטיקה,4.5,עברית,"תאריך פרסום
ספר מוקלט: 5 באפריל 2021",13שעות 23דקות
רם אורן,קריינות: אורי דרור,ספר מוקלט,Storyside,2021,רומנטיקה,4.67,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021",8שעות 48דקות
יעל שכנאי,קריינות: יעל שכנאי,ספר מוקלט,Storyside,2021,רומנטיקה,3.87,עברית,"תאריך פרסום
ספר מוקלט: 29 במרץ 2021",6שעות 41דקות
מיכל שלו,קריינות: אביה שפיצר,ספר מוקלט,Storyside,2021,רומנטיקה,4.59,עברית,"תאריך פרסום
ספר מוקלט: 21 ביולי 2021",14שעות 41דקות
Erin Sterling,קריינות: Caitlin Davies,ספר מוקלט,HarperAudio,2021,רומנטיקה,3.49,אנגלית,"תאריך פרסום
ספר מוקלט: 28 בספטמבר 2021",7שעות 23דקות
