author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,recording_length
Balthasar von Weymarn,"קריינות: Vera Teltz, Konrad Bösherz, Sarah Alles, Björn Schalla, Daniel Montoya, Ulrike Kapfer, Tilmar Kuhn, Benno Lehmann, Mareike Klohr, Kai Kosinski",ספר מוקלט,Folgenreich,2021,נוער צעיר ונוער בוגר,4.8,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",22דקות
Balthasar von Weymarn,"קריינות: Detlef Bierstedt, Vera Teltz, Tanya Kahana, Sarah Alles, Björn Schalla, Daniel Montoya",ספר מוקלט,Folgenreich,2021,נוער צעיר ונוער בוגר,4.5,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",24דקות
Balthasar von Weymarn,"קריינות: Detlef Bierstedt, Richard Barenberg, Vera Teltz, Konrad Bösherz, Sarah Alles, Oliver Stritzel, Björn Schalla, Daniel Montoya, Sabine Ehlers, Derya Flechtner, Mareike Klohr",ספר מוקלט,Folgenreich,2021,נוער צעיר ונוער בוגר,4.37,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",19דקות
Balthasar von Weymarn,"קריינות: Thomas Müller, Detlef Bierstedt, Richard Barenberg, Vera Teltz, Konrad Bösherz, Sarah Alles, Björn Schalla, Daniel Claus, Ulrike Kapfer, Henning Schäfer, Tilmar Kuhn, Sabine Ehlers, Benno Lehmann, Mareike Klohr, Andreas Wurm, Shiloo Köhnke",ספר מוקלט,Folgenreich,2021,נוער צעיר ונוער בוגר,4.86,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",23דקות
Balthasar von Weymarn,"קריינות: Detlef Bierstedt, Vera Teltz, Sarah Alles, Oliver Stritzel, Björn Schalla, Jochim-C. Redeker, Derya Flechtner",ספר מוקלט,Folgenreich,2021,נוער צעיר ונוער בוגר,4.43,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",27דקות
Balthasar von Weymarn,"קריינות: Uve Teschner, Detlef Bierstedt, Vera Teltz, Luisa Wietzorek, Konrad Bösherz, Sarah Alles, Björn Schalla, Ulrike Kapfer, Derya Flechtner, Nicola Maßmann, Hannah Ruthel, Tom Drozella",ספר מוקלט,Folgenreich,2021,נוער צעיר ונוער בוגר,4.1,גרמנית,"תאריך פרסום
ספר מוקלט: 29 בינואר 2021",26דקות
Xavier Marcé,קריינות: Brooke and Arthur,ספר מוקלט,Editorial Xavier Marc,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 2 בנובמבר 2020",18שעות 33דקות
Michael Ende,"קריינות: Juan Miguel Díez, Mario Gas, Eli Bargalló, Yolanda Gispert",ספר מוקלט,Storyside,2020,נוער צעיר ונוער בוגר,4.56,ספרדית,"תאריך פרסום
ספר מוקלט: 14 בדצמבר 2020",15שעות 39דקות
Robert Louis Stevenson,קריינות: Nigel Thomas,ספר מוקלט,Bookstream Audiobooks,2020,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר מוקלט: 24 בדצמבר 2020",6שעות 9דקות
Wolfgang Ecke,"קריינות: Gerhard Remus, Wolfgang Reinsch, Antje Hagen, Manfred Georg Herrmann, Friedrich von Bülow, Ernst Kiefer",ספר מוקלט,All Ears GmbH,2021,נוער צעיר ונוער בוגר,2,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",43דקות
Anke Beckert,"קריינות: Christian Wolff, Franz Schafheitlin, Günther Ungeheuer, Marlies Schönau, Claudia Wedekind, Klaus Höhne",ספר מוקלט,All Ears GmbH,2021,נוער צעיר ונוער בוגר,4,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",33דקות
Marie Myung-Ok Lee,קריינות: Jaine Ye,ספר מוקלט,"Recorded Books, Inc.",2020,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר מוקלט: 8 בדצמבר 2020",4שעות 40דקות
Lin Rina,NaN,ספר דיגיטלי,Drachenmond Verlag,2019,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 5 בדצמבר 2019",NaN
Ana María Matute,קריינות: Neus Sendra,ספר מוקלט,Planeta Audio,2020,נוער צעיר ונוער בוגר,4.06,ספרדית,"תאריך פרסום
ספר מוקלט: 15 בדצמבר 2020",31דקות
Timothy Meyer,"קריינות: DMS, Alan D. Komph",ספר מוקלט,Timothy Meyer,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2020",6שעות 53דקות
Tao Wong,קריינות: Eric Martin,ספר מוקלט בנוסף ספר דיגיטלי,Starlit Publishing,2019,נוער צעיר ונוער בוגר,4.12,אנגלית,"תאריך פרסום
ספר מוקלט: 29 באוגוסט 2019
ספר דיגיטלי: 1 בספטמבר 2019",5שעות 35דקות
Krista Street,קריינות: Vanessa Moyen,ספר מוקלט,Krista Street,2020,נוער צעיר ונוער בוגר,4.5,אנגלית,"תאריך פרסום
ספר מוקלט: 6 בדצמבר 2020",8שעות 21דקות
Amy Noelle Parks,NaN,ספר דיגיטלי,Amulet Books,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 5 בינואר 2021",NaN
Róisín Curé,NaN,ספר דיגיטלי,Quarry Books,2020,נוער צעיר ונוער בוגר,3,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
Patricio Vidaleiva,NaN,ספר דיגיטלי,MAGO Editores,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 20 בנובמבר 2020",NaN
Sheldon Barrett,"קריינות: DMS, Alan D. Komph",ספר מוקלט,Sheldon Barrett,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בדצמבר 2020",14שעות 9דקות
FUNA,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,4.73,אנגלית,"תאריך פרסום
ספר דיגיטלי: 10 בפברואר 2019",NaN
FUNA,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,4.83,אנגלית,"תאריך פרסום
ספר דיגיטלי: 10 במאי 2019",NaN
FUNA,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,4.75,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 ביולי 2019",NaN
FUNA,NaN,ספר דיגיטלי,J-Novel Club,2020,נוער צעיר ונוער בוגר,4.75,אנגלית,"תאריך פרסום
ספר דיגיטלי: 9 באוקטובר 2020",NaN
Karen Lynch,NaN,ספר דיגיטלי,PublishDrive,2020,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 7 בדצמבר 2020",NaN
Karen Lynch,NaN,ספר דיגיטלי,PublishDrive,2020,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר דיגיטלי: 7 בדצמבר 2020",NaN
Mark Twain,NaN,ספר דיגיטלי,Read & Co. Children's,2016,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 22 בספטמבר 2016",NaN
Kass Morgan,קריינות: Sophie Amoss,ספר מוקלט,"Recorded Books, Inc.",2020,נוער צעיר ונוער בוגר,3.76,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בדצמבר 2020",11שעות 19דקות
Nicole Conway,"קריינות: Erin Moon, P.J. Ochlan",ספר מוקלט,Blackstone Publishing,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 8 בדצמבר 2020",10שעות 20דקות
Ralph Waldo Trine,קריינות: Paul Simpson,ספר מוקלט,Zenibo Marketing,2012,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 14 בינואר 2012",5שעות 11דקות
Rachel McClellan,קריינות: Stephanie Willing,ספר מוקלט,Blackstone Publishing,2020,נוער צעיר ונוער בוגר,3.83,אנגלית,"תאריך פרסום
ספר מוקלט: 8 בדצמבר 2020",10שעות 3דקות
Lucy Diavolo,"קריינות: Various Narrators, Tavia Gilbert, Soneela Nankani, Kyla Garcia, Suzie Althens, Lauren Ezzo, Jesse Vilinsky, Shaun Taylor-Corbett, Natalie Naudus, David Sadzin, Frankie Maria Corzo, Joniece Abbott-Pratt, Kelsey Navarro, Sura Siu",ספר מוקלט,Blackstone Publishing,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 11 במאי 2021",5שעות 42דקות
Antonio Ortiz,NaN,ספר דיגיטלי,Panamericana Editorial,2020,נוער צעיר ונוער בוגר,5,ספרדית,"תאריך פרסום
ספר דיגיטלי: 30 בנובמבר 2020",NaN
Nicola Yoon,"קריינות: Dion Graham, Bahni Turpin, Imani Parks, Joniece Abbott-Pratt",ספר מוקלט,Electric Monkey,2021,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר מוקלט: 24 ביוני 2021",6שעות 54דקות
Ellie Raine,"קריינות: Matt Goodson, Christa Burton",ספר מוקלט,"ScyntheFy Press, LLC",2020,נוער צעיר ונוער בוגר,5,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בנובמבר 2020",16שעות 7דקות
Dionigi Cristian Lentini,NaN,ספר דיגיטלי,Tektime,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 5 בדצמבר 2020",NaN
Tor-Åge Bringsværd,NaN,ספר דיגיטלי,SAGA Egmont,2017,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בפברואר 2017",NaN
Christian Montillon,קריינות: Florian Seigerschmidt,ספר מוקלט,Eins A Medien,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 26 בנובמבר 2020",3שעות 47דקות
Meredith Goldstein,קריינות: Lesa Wilson,ספר מוקלט,Clarion Books,2021,נוער צעיר ונוער בוגר,4,אנגלית,"תאריך פרסום
ספר מוקלט: 2 במרץ 2021",6שעות 46דקות
Meredith Goldstein,קריינות: Tessa Netting,ספר מוקלט,Clarion Books,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 9 במרץ 2021",8שעות 12דקות
Ichiro Sakaki,NaN,ספר דיגיטלי,J-Novel Club,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 16 באוקטובר 2020",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2018,נוער צעיר ונוער בוגר,3.5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 8 בספטמבר 2018",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2018,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 11 בנובמבר 2018",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 בינואר 2019",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 במרץ 2019",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 במאי 2019",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 20 ביולי 2019",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 17 בספטמבר 2019",NaN
Shouji Gatou,NaN,ספר דיגיטלי,J-Novel Club,2019,נוער צעיר ונוער בוגר,5,אנגלית,"תאריך פרסום
ספר דיגיטלי: 24 בנובמבר 2019",NaN
Yuu Kamiya,NaN,ספר דיגיטלי,J-Novel Club,2017,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 3 בנובמבר 2017",NaN
Yuu Kamiya,NaN,ספר דיגיטלי,J-Novel Club,2018,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 בפברואר 2018",NaN
Yuu Kamiya,NaN,ספר דיגיטלי,J-Novel Club,2018,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 בנובמבר 2018",NaN
Jessica Day George,קריינות: Eva Kaminsky,ספר מוקלט,"Recorded Books, Inc.",2020,נוער צעיר ונוער בוגר,4.67,אנגלית,"תאריך פרסום
ספר מוקלט: 22 בדצמבר 2020",7שעות 56דקות
"Sissy Goff, MEd, LPC-MHSP",קריינות: Lisa Larsen,ספר מוקלט,christianaudio,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 9 במרץ 2021",5שעות 3דקות
Nicolás Vidal del Valle,NaN,ספר דיגיטלי,LOM Ediciones,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 2 בדצמבר 2020",NaN
Rüdiger Schäfer,קריינות: Hanno Dinger,ספר מוקלט,Eins A Medien,2020,נוער צעיר ונוער בוגר,5,גרמנית,"תאריך פרסום
ספר מוקלט: 27 בנובמבר 2020",5שעות 42דקות
Kiera Cass,קריינות: Jasika Nicole,ספר מוקלט,HarperCollinsChildren’sBooks,2021,נוער צעיר ונוער בוגר,3.63,אנגלית,"תאריך פרסום
ספר מוקלט: 8 ביולי 2021",7שעות 51דקות
Stacey Wallace Benefiel,קריינות: Martha Lee,ספר מוקלט,Write Free Press,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בדצמבר 2020",5שעות 36דקות
A.C. Ward,קריינות: Kae Marie Denino,ספר מוקלט,A.C. Ward,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 26 באוגוסט 2021",5שעות 38דקות
Stacey Wallace Benefiel,קריינות: Martha Lee,ספר מוקלט,Write Free Press,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בדצמבר 2020",17שעות 9דקות
Stacey Wallace Benefiel,קריינות: Martha Lee,ספר מוקלט,Write Free Press,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בדצמבר 2020",5שעות 49דקות
Lise Gast,NaN,ספר דיגיטלי,SAGA Egmont,2017,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 2017",NaN
Henry Van Dyke,קריינות: Eden Giuliano And The Icon Christmas Elves,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2020",53דקות
Booth Tarkington,קריינות: Eden Giuliano And The Icon Christmas Elves,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 4 בדצמבר 2020",1שעות 53דקות
Joe Elliott,קריינות: Joe Elliott,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,3,אנגלית,"תאריך פרסום
ספר מוקלט: 31 באוקטובר 2020",4שעות 23דקות
Wojciech Mikołuszko,קריינות: Adam Fidusiewicz,ספר מוקלט,Agora,2020,נוער צעיר ונוער בוגר,4.18,פולנית,"תאריך פרסום
ספר מוקלט: 16 בדצמבר 2020",4שעות 36דקות
Rumpelgewumpel,קריינות: Anja Zirkel,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 26 בנובמבר 2020",14דקות
Dominic Redmond,קריינות: Tanya Neihardt,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,3,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בנובמבר 2020",41דקות
Michael Reid,קריינות: Tanya Neihardt,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 26 בנובמבר 2020",39דקות
Gretchen McNeil,קריינות: Yara Blümel,ספר מוקלט,Audio-To-Go,2021,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",10שעות 25דקות
Anke Beckert,"קריינות: Karl Renar, Christian Wolff, Günther Ungeheuer, Marlies Schönau, Claudia Wedekind, Klaus Höhne",ספר מוקלט,All Ears GmbH,2021,נוער צעיר ונוער בוגר,2,גרמנית,"תאריך פרסום
ספר מוקלט: 8 בינואר 2021",33דקות
Edgar Rice Burroughs,"קריינות: Dieter Eppler, Wolfgang Reinsch, Ludwig Thiesen, Gert Keller, Heta Mantscheff, Host Beilke",ספר מוקלט,All Ears GmbH,2021,נוער צעיר ונוער בוגר,3,גרמנית,"תאריך פרסום
ספר מוקלט: 8 בינואר 2021",47דקות
Hugh Lofting,קריינות: Eden Giuliano and The Icon Players,ספר מוקלט,Author's Republic,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 10 בדצמבר 2020",6שעות 31דקות
George D. Goodsell,קריינות: DMS,ספר מוקלט,George D. Goodsell,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 11 בדצמבר 2020",3שעות 28דקות
María Inés Falconi,NaN,ספר דיגיטלי,Quipu,2020,נוער צעיר ונוער בוגר,3,ספרדית,"תאריך פרסום
ספר דיגיטלי: 11 בדצמבר 2020",NaN
Gretchen McNeil,קריינות: Yara Blümel,ספר מוקלט,Audio-To-Go,2021,נוער צעיר ונוער בוגר,4,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",10שעות 52דקות
C.R. Rice,NaN,ספר דיגיטלי,4 Horsemen Publications,2021,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 2021",NaN
Sabine Baring-Gould,NaN,ספר דיגיטלי,e-artnow,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 12 בדצמבר 2020",NaN
Lewis Carroll,קריינות: Matthias Ernst Holzmann,ספר מוקלט,isid.de - media production,2020,נוער צעיר ונוער בוגר,5,גרמנית,"תאריך פרסום
ספר מוקלט: 21 בפברואר 2020",3שעות 14דקות
Cecilia Ventes,NaN,ספר דיגיטלי,Dinier Verlag,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בדצמבר 2020",NaN
Morgan Rice,NaN,ספר דיגיטלי,Morgan Rice,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 9 בדצמבר 2020",NaN
Morgan Rice,NaN,ספר דיגיטלי,Morgan Rice,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 6 בנובמבר 2020",NaN
Hayley Barker,קריינות: Nora Jokhosha,ספר מוקלט,Audio-To-Go,2019,נוער צעיר ונוער בוגר,4,גרמנית,"תאריך פרסום
ספר מוקלט: 13 בדצמבר 2019",12שעות 47דקות
Hayley Barker,קריינות: Nora Jokhosha,ספר מוקלט,Audio-To-Go,2019,נוער צעיר ונוער בוגר,4.5,גרמנית,"תאריך פרסום
ספר מוקלט: 14 באוקטובר 2019",11שעות 27דקות
Wolfgang Hohlbein,"קריינות: Bernd Kuschmann, Helge Fedder, Christoph Landwehr, Antje-Charlotte Sieglin",ספר מוקלט,Audio-To-Go,2021,נוער צעיר ונוער בוגר,4,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",6שעות 15דקות
Wolfgang Hohlbein,קריינות: Jürgen Hoppe,ספר מוקלט,Audio-To-Go,2021,נוער צעיר ונוער בוגר,4,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",7שעות 47דקות
Violeta Santos Dai,NaN,ספר דיגיטלי,Ediciones Hidroavión,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 3 בנובמבר 2020",NaN
Mad Robots,קריינות: Martin Landry,ספר מוקלט,We Are Mad Robots,2021,נוער צעיר ונוער בוגר,3.5,אנגלית,"תאריך פרסום
ספר מוקלט: 8 בספטמבר 2021",3שעות 10דקות
SpeedReader Summaries,קריינות: Scott Pollak,ספר מוקלט,SpeedReader Summaries,2020,נוער צעיר ונוער בוגר,4.23,אנגלית,"תאריך פרסום
ספר מוקלט: 11 באוקטובר 2020",23דקות
Jordi Sierra i Fabra,קריינות: Julio Hernández,ספר מוקלט,SAGA Egmont,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר מוקלט: 29 בדצמבר 2020",6שעות 1דקות
Jordi Sierra i Fabra,קריינות: Maite Mulet,ספר מוקלט,SAGA Egmont,2020,נוער צעיר ונוער בוגר,3.75,ספרדית,"תאריך פרסום
ספר מוקלט: 29 בדצמבר 2020",3שעות 6דקות
Andrea Charlotte Berwing,NaN,ספר דיגיטלי,NIBE Media,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 21 בדצמבר 2020",NaN
Freigesprochen Mediencoaching,קריינות: Freigesprochen Mediencoaching,ספר מוקלט,MUSIK KANN MEHR!,2021,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 1 בינואר 2021",25דקות
Majid Katzer,קריינות: Majid Katzer,ספר מוקלט,Mittelmaß,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 25 בדצמבר 2020",41דקות
Katherine Rothschild,קריינות: Sandy Rustin,ספר מוקלט,"Recorded Books, Inc.",2021,נוער צעיר ונוער בוגר,2,אנגלית,"תאריך פרסום
ספר מוקלט: 19 בינואר 2021",8שעות 31דקות
Dana L. Davis,קריינות: Channie Waites,ספר מוקלט,"Recorded Books, Inc.",2021,נוער צעיר ונוער בוגר,2,אנגלית,"תאריך פרסום
ספר מוקלט: 5 בינואר 2021",10שעות 54דקות
Gerhard Loibelsberger,"קריינות: Andy Woerz, Jürgen Pfaffinger, Katharina Kutil, Sabine Muhar",ספר מוקלט,Hörmordkartell,2020,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 20 בדצמבר 2020",3שעות 39דקות
Shylah Addante,קריינות: Chelsea Stephens,ספר מוקלט,Blackstone Publishing,2020,נוער צעיר ונוער בוגר,3,אנגלית,"תאריך פרסום
ספר מוקלט: 15 בדצמבר 2020",10שעות 15דקות
Aimee Carter,קריינות: Peter Kaempfe,ספר מוקלט,Oetinger audio,2020,נוער צעיר ונוער בוגר,4.33,גרמנית,"תאריך פרסום
ספר מוקלט: 20 באפריל 2020",8שעות 48דקות
Jaime Romero,NaN,ספר דיגיטלי,Editorial Universidad de Guadalajara,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 15 בדצמבר 2020",NaN
George D. Goodsell,קריינות: DMS,ספר מוקלט,George D. Goodsell,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר מוקלט: 11 בדצמבר 2020",7שעות 8דקות
Elena Fortún,NaN,ספר דיגיטלי,Renacimiento,2017,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באוגוסט 2017",NaN
Laura Gallego,"קריינות: Germán Gijón, José García, Marina Viñals, Masumi Mutsuda, Omar Lozano, Cari Monrós, Edu Borja, Mabel Jiménez, Carles Teruel, Rubén Felis",ספר מוקלט,SAGA Egmont,2021,נוער צעיר ונוער בוגר,4.28,ספרדית,"תאריך פרסום
ספר מוקלט: 4 בינואר 2021",18שעות 1דקות
Owen Jones,NaN,ספר דיגיטלי,Tektime,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 15 בדצמבר 2020",NaN
FUNA,NaN,ספר דיגיטלי,J-Novel Club,2021,נוער צעיר ונוער בוגר,4.67,אנגלית,"תאריך פרסום
ספר דיגיטלי: 1 במרץ 2021",NaN
Brett Wirebaugh,NaN,ספר דיגיטלי,Resource Publications,2020,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 9 בדצמבר 2020",NaN
Kristin Cast,NaN,ספר דיגיטלי,Blackstone Publishing,2022,נוער צעיר ונוער בוגר,0,אנגלית,"תאריך פרסום
ספר דיגיטלי: 4 באוקטובר 2022",NaN
J. Scaramazza,קריינות: Ali Rojas,ספר מוקלט,Jose Scaramazza,2020,נוער צעיר ונוער בוגר,4.5,ספרדית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",7דקות
David Curto Secanella,NaN,ספר דיגיטלי,Paidotribo,2017,נוער צעיר ונוער בוגר,4,ספרדית,"תאריך פרסום
ספר דיגיטלי: 22 בדצמבר 2017",NaN
Ricardo E Facci,NaN,ספר דיגיטלי,Hogares Nuevos Ediciones,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 8 בדצמבר 2020",NaN
Federico Vite,NaN,ספר דיגיטלי,Editorial Universidad de Guadalajara,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 16 בדצמבר 2020",NaN
Roberto Renán,NaN,ספר דיגיטלי,Isla de Libros,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 12 בדצמבר 2020",NaN
Charles River Editors,קריינות: Daniel Houle,ספר מוקלט,Charles River Editors,2020,נוער צעיר ונוער בוגר,3,אנגלית,"תאריך פרסום
ספר מוקלט: 21 באוקטובר 2020",1שעות 45דקות
Lise Gast,NaN,ספר דיגיטלי,SAGA Egmont,2017,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר דיגיטלי: 1 בינואר 2017",NaN
Nicolas Bourriuad,NaN,ספר דיגיטלי,Adriana Hidalgo Editora,2020,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 17 בדצמבר 2020",NaN
Marko Simsa,קריינות: Marko Simsa,ספר מוקלט,JUMBO Neue Medien und Verlag GmbH,2019,נוער צעיר ונוער בוגר,0,גרמנית,"תאריך פרסום
ספר מוקלט: 21 ביוני 2019",40דקות
Christian Blees,"קריינות: Peter Groeger, u.a., Christian Berkel, Joke Ernsting",ספר מוקלט,AUDIOBUCH,2013,נוער צעיר ונוער בוגר,2,גרמנית,"תאריך פרסום
ספר מוקלט: 18 בנובמבר 2013",1שעות 2דקות
Roberto Ricci,קריינות: Francesco Meola,ספר מוקלט,Fabler Audio,2020,נוער צעיר ונוער בוגר,5,איטלקית,"תאריך פרסום
ספר מוקלט: 1 בדצמבר 2020",3שעות 32דקות
Sarah Gailey,קריינות: Amanda Dolan,ספר מוקלט,Tantor Audio,2021,נוער צעיר ונוער בוגר,3.75,אנגלית,"תאריך פרסום
ספר מוקלט: 23 במרץ 2021",9שעות 54דקות
Lina Zerón,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
Armín Gómez Barrios,NaN,ספר דיגיטלי,Ediciones del Ermitaño,2019,נוער צעיר ונוער בוגר,0,ספרדית,"תאריך פרסום
ספר דיגיטלי: 1 באפריל 2019",NaN
