book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
היפי מאוהב,רחלי פליישון, רחלי פליישון,0,0,2021.0,0,4.18,0,2021-07-25,673,5.0,0.0
יוני והדובים,לירון אלנקוה-פיין, לירון אלנקוה-פיין,0,0,2021.0,0,4.1,0,2021-07-24,674,6.0,0.0
קאיטוש המכשף,יאנוש קורצ׳אק, חיים בלפר,0,0,2021.0,0,4.25,0,2021-08-01,666,29.0,0.0
לב היער,רונית ש' דינצמן, רונית ש' דינצמן,0,0,2021.0,0,4.92,0,2021-08-01,666,18.0,4.0
סיפורי חייזרים,רוני חפר, רוני חפר,0,0,2021.0,0,4.6,0,2021-08-09,658,10.0,0.0
כמון מכשף שיודע המון,אשכר ארבליך בריפמן, תמר עמית-יוסף,0,0,2021.0,0,4.78,0,2021-09-25,611,30.0,1.0
עולש מכשף חדש בשכונה,אשכר ארבליך בריפמן, תמר עמית-יוסף,0,0,2021.0,0,5.0,0,2021-09-03,633,2.0,1.0
זוטה מכשפה חסרת השראה,אשכר ארבליך בריפמן, תמר עמית-יוסף,0,0,2021.0,0,5.0,0,2021-09-03,633,12.0,1.0
העכבר של תמר וגאיה,אברהם ב. יהושע, רמי ברוך,0,0,2021.0,0,4.33,0,2021-09-03,633,10.0,0.0
Красная Шапочка,Шарль Перро, Марите Барановская,0,6,2021.0,0,4.89,2,2021-10-07,599,7.0,0.0
סיפורים מארץ קסם,אשכר ארבליך בריפמן, מאיה לוי,0,0,2021.0,0,4.33,0,2021-10-03,603,28.0,11.0
כשסבא אליהו היה קטן,ינץ לוי, ינץ לוי,0,0,2021.0,0,4.74,0,2021-10-11,595,56.0,1.0
הרפתקאות דוד אריה בקוטב המערבי,ינץ לוי, ינץ לוי,0,0,2021.0,0,4.6,0,2021-10-05,601,14.0,1.0
התנין העצוב והזבוב,דקלה קידר, דקלה קידר,0,0,2021.0,0,5.0,0,2021-10-23,583,7.0,0.0
השן שהתנדנד לה הילד,מאיר שלו, מאיר שלו,0,0,2021.0,0,4.45,0,2021-10-25,581,5.0,0.0
הלוואי שהייתי,אריק ספרן, מאיה לוי,0,0,2021.0,0,4.37,0,2021-10-25,581,8.0,0.0
ככה זה כשאוהבים,מאיר שלו, מאיר שלו,0,0,2021.0,0,4.33,0,2021-10-25,581,8.0,0.0
ילד של אמא,צרויה שלו, מאיה לוי,0,0,2021.0,0,4.75,0,2021-10-26,580,11.0,0.0
תראו את הילד,צרויה שלו, מאיה לוי,0,0,2021.0,0,5.0,0,2021-10-26,580,6.0,0.0
The Astonishing Chronicles of Oscar from Elsewhere,Jaclyn Moriarty," Dorje Swallow, Rebecca Norfolk",0,7,2021.0,0,0.0,1,2021-11-02,573,39.0,10.0
בחירות בממלכת החיות,פדרו מרקון, מאיה לוי,0,0,2021.0,0,4.0,0,2021-11-29,546,16.0,0.0
דנידין הרואה ואינו נראה חוזר לשכונה,שאול גפני, דן שפירא,0,0,2022.0,0,5.0,0,2022-01-20,494,59.0,1.0
פיצי קפיצי,רותי שקד, מאיה לוי,0,0,2021.0,0,4.71,0,2021-12-26,519,9.0,0.0
ליבי או: מה קרה בחוף הים של תל אביב,הדס ליבוביץ', הדס ליבוביץ',0,0,2022.0,0,3.67,0,2022-01-20,494,1.0,0.0
תעלומת האופניים הגנובים,עמי גדליה, אביב לירון,0,0,2022.0,0,5.0,0,2022-01-20,494,47.0,0.0
ליבי או: מה קרה לאיש-עם-הכלב,הדס ליבוביץ', הדס ליבוביץ',0,0,2022.0,0,4.25,0,2022-01-23,491,14.0,1.0
למה חתולים לא נחמדים,אורי לברון, אורי לברון,0,0,2022.0,0,3.92,0,2022-02-15,468,4.0,0.0
גם עני הוא בן מלך: סיפור חייו של זאב ז'בוטינסקי,גלילה רון פדר עמית, מאיה לוי,0,0,2022.0,0,3.0,0,2022-02-15,468,41.0,1.0
מנהרת הזמן (19): מרד גטו ורשה,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.75,0,2022-02-15,468,35.0,1.0
מנהרת הזמן (49): מלך היהודים,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.75,0,2022-02-15,468,39.0,1.0
מנהרת הזמן (5): איחוד ירושלים,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.77,0,2022-02-15,468,24.0,1.0
מנהרת הזמן (52): ויהי בימי אחשוורוש,גלילה רון פדר עמית, עדי חבין,0,0,2022.0,0,4.43,0,2022-02-15,468,43.0,1.0
מנהרת הזמן (56): המרגל שלנו בדמשק,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.87,0,2022-02-15,468,38.0,1.0
מנהרת הזמן (6): מבצע משה,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.92,0,2022-02-15,468,20.0,1.0
מנהרת הזמן (62): מזימת הרצח של המלך הורדוס,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.17,0,2022-02-15,468,42.0,1.0
מנהרת הזמן (68): מגדלור של תקוה,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.75,0,2022-02-15,468,38.0,1.0
מנהרת הזמן (69): מה קרה לצוללת דקר,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,4.6,0,2022-02-15,468,39.0,1.0
מנהרת הזמן (71): מבצע הפתקים של נבחרת הכדורגל,גלילה רון פדר עמית, מאיה לוי,0,0,2022.0,0,4.7,0,2022-02-15,468,51.0,1.0
מנהרת הזמן (74): שוד רכבת הכסף,גלילה רון פדר עמית, עדי חבין,0,0,2022.0,0,4.12,0,2022-02-15,468,53.0,1.0
מנהרת הזמן (77): המשימה הסודית של ילדי החולות,גלילה רון פדר עמית, עדי לב,0,0,2022.0,0,4.3,0,2022-02-15,468,52.0,1.0
מנהרת הזמן (36): מסע המושבות,גלילה רון פדר עמית, אילת פוזניאק,0,0,2022.0,0,0.0,0,2022-02-14,469,39.0,1.0
כראמל (6) תעלומה כפולה,מאירה ברנע גולדברג, תומר שרון,0,0,2022.0,0,4.7,0,2022-02-20,463,53.0,4.0
תעלומה בגן השעשועים,עמי גדליה, דן שפירא,0,0,2022.0,0,5.0,0,2022-03-27,428,54.0,0.0
יד הפלא (14) כדור אש,זוהר אביב, זוהר אביב,0,0,2022.0,0,4.5,0,2022-05-29,365,6.0,2.0
מולו וצגאי,תמר ורטה-זהבי, יובל בן עמי,0,0,2022.0,0,3.0,0,2022-08-24,278,23.0,0.0
נמר בחצר,ליזי סטיוארט, עדי חבין,0,0,2022.0,0,4.33,0,2022-10-23,218,6.0,0.0
אני זה אני ואני מיוחד,אן מיק, עדי חבין,0,0,2022.0,0,4.0,0,2022-10-23,218,6.0,0.0
הילד שחי עם דרקונים,אנדי שפרד, רודיה קוזלובסקי,1,0,2022.0,0,0.0,0,2022-10-30,211,25.0,3.0
ג'וש הפרעוש,ליאור עקירב, ליאור עקירב,1,8,2022.0,0,4.5,0,2022-11-07,203,8.0,0.0
דב קטב קטן - מציל את איילי הצפון,הנס דה ביר, ריקי בליך,0,0,2022.0,0,0.0,0,2022-12-18,162,8.0,0.0
פוקסיה ופוקסין,נורית זרחי, ריקי בליך,0,0,2022.0,0,0.0,0,2022-12-18,162,6.0,0.0
כראמל (7) סכנה בביצה,מאירה ברנע גולדברג, תומר שרון,0,0,2023.0,0,4.5,0,2023-01-30,119,55.0,4.0
שקשוקה ושוד הלימונים הגדול,גליה עוז, גליה עוז,0,0,2023.0,0,0.0,0,2023-05-02,27,53.0,0.0
Biscuit Goes to School,Alyssa Satin Capucilli," Michael Abbott, Andrea Kessler, Kathleen McInerney",0,9,2011.0,0,4.46,1,2011-08-23,4297,2.0,0.0
Big Nate: Say Good-bye to Dork City,Lincoln Peirce,No announcer,2,2,2015.0,0,4.67,1,2015-03-17,2995,0.0,0.0
Fresh for '01 . . . You Suckas: The Boondocks,Aaron McGruder,No announcer,2,2,2012.0,0,0.0,1,2012-11-06,3856,0.0,0.0
Whirly Squirrelies,Mike Nawrocki, Mike Nawrocki,0,10,2020.0,0,0.0,1,2020-03-03,1182,45.0,0.0
Bella the Bird Dog,Rachael Lux,No announcer,2,11,2020.0,0,3.0,1,2020-09-18,983,0.0,0.0
Leo und Lumpi #3: Schnuffel hat alles vergessen,Thomas Friis Pedersen,No announcer,2,12,2020.0,0,0.0,3,2020-08-26,1006,0.0,0.0
Pfadfinderjunge #1: Neuer Pfadfinder,Søren S. Jakobsen,No announcer,2,12,2020.0,0,0.0,3,2020-08-26,1006,0.0,0.0
Leo und Lumpi #1: Der große Knochen,Thomas Friis Pedersen,No announcer,2,12,2020.0,0,0.0,3,2020-08-26,1006,0.0,0.0
Leo und Lumpi #2: H-Rex ist los,Thomas Friis Pedersen,No announcer,2,12,2020.0,0,0.0,3,2020-08-26,1006,0.0,0.0
Pfadfinderjunge #3: Ein guter Pfadfinder,Søren S. Jakobsen,No announcer,2,12,2020.0,0,0.0,3,2020-08-26,1006,0.0,0.0
Pfadfinderjunge #2: Im Pfadfinderlager,Søren S. Jakobsen,No announcer,2,12,2020.0,0,0.0,3,2020-08-26,1006,0.0,0.0
My Tech-Wise Life: Growing Up and Making Choices in a World of Devices,Andy Crouch," David Cochran Heath, Rachel L. Jacobs",0,13,2021.0,0,0.0,1,2021-01-05,874,52.0,4.0
Terrifying Tales #2: The Bunny Man,Michael Kamp,No announcer,2,12,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Terrifying Tales #4: Bloody Mary,Michael Kamp,No announcer,2,12,2020.0,0,1.0,1,2020-08-27,1005,0.0,0.0
Terrifying Tales #1: Am I Beautiful?,Michael Kamp,No announcer,2,12,2020.0,0,5.0,1,2020-08-27,1005,0.0,0.0
Terrifying Tales #5: Black Eyes,Michael Kamp,No announcer,2,12,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Terrifying Tales #3: The Pig Lady,Michael Kamp,No announcer,2,12,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Indie Kidd: My Big (Strange) Happy Family!,Karen McCombie, Clare Corbett,0,14,2020.0,0,0.0,1,2020-02-27,1187,31.0,1.0
Zombierella,Joseph Coelho, Joseph Coelho,0,14,2020.0,0,4.62,1,2020-09-03,998,53.0,0.0
"The Most Beloved Bed Time Stores for Kids: 10 Aesop’s Fables for Children, Goldilocks and the Three Bears, Little Red Riding Hood, Snow White and the Seven Dwarfs, The Three Little Pigs, and Many More",Children Story Group, Children Story Group,0,15,2020.0,0,3.33,1,2020-07-31,1032,38.0,1.0
Bedtime Meditation Stories for Kids: Short Tales & Positive Affirmations for Children and Toddlers to Help Them Fall Asleep Fast and Relax. Let Your Child have a Relaxing Night’s Sleep with Sweet Dreams!,Children Story Group, Children Story Group,0,16,2020.0,0,4.0,1,2020-07-31,1032,58.0,0.0
The Sleepy Dinosaurs – Bedtime Stories for Kids: Short Bedtime Stories to Help Your Children & Toddlers Fall Asleep and Relax! Great Dinosaur Fantasy Stories to Dream about all Night!,Hannah Watson, Hannah Watson,0,16,2020.0,0,5.0,1,2020-07-31,1032,1.0,0.0
The Magic Unicorn – Bed Time Stories for Kids: Short Bedtime Stories to Help Your Children & Toddlers Fall Asleep and Relax! Great Unicorn Fantasy Stories to Dream about all Night!,Hannah Watson, Hannah Watson,0,15,2020.0,0,3.5,1,2020-07-31,1032,58.0,0.0
The Magic Unicorn & Sleepy Dinosaur Bed Time Stories Collection: Short Bedtime Stories to Help Your Children & Toddlers Sleep and Relax! Great Dinosaurs & Unicorn Fantasy Tales to Dream about all Night!,Hannah Watson, Hannah Watson,0,15,2020.0,0,0.0,1,2020-07-31,1032,59.0,1.0
Bedtime Meditation Stories for Kids Collection: Short Tales & Positive Affirmations for Children and Toddlers to Help Sleep Faster and Relax.,Children Story Group, Children Story Group,0,16,2020.0,0,0.0,1,2020-07-31,1032,38.0,2.0
WonderGiusy,Giusy Versace, Giusy Versace,0,17,2020.0,0,4.78,4,2020-09-03,998,30.0,0.0
"Mopsy Mops, Folge 4: Mopsy Mops jagt Dr. Seltsam",Konrad Halver," Konrad Halver, Joachim Wolff, Claus Wagener, Gerda Gmelin, Marcel von Berg, Erich Uhland",0,18,2020.0,0,3.0,3,2020-09-25,976,49.0,0.0
Schildbürgerstreiche - Lustige und nachdenkliche Geschichten,Annette Überhorst," Robert Rathke, Antje Hagen, Horst Beilke, Wilhelm Kürten, Friedrich von Bülow, Rolf Hübner",0,18,2020.0,0,5.0,3,2020-09-18,983,37.0,0.0
Pinocchio,Carlo Collodi," Peter Schiff, Eberhard Krug, Heinz Rabe, Hans Schwarz, Monika Ogorek, Jago Ziesmer",0,18,2020.0,0,4.0,3,2020-09-18,983,50.0,0.0
Kasperle - Folge 2: Die Burg der fröhlichen Gespenster,Peter Jacob," Kasperle-Theater ""bi-ba-bo""",0,18,2020.0,0,0.0,3,2020-09-18,983,38.0,0.0
Die schönsten Märchen von Hans Christian Andersen - Folge 4: Der fliegende Koffer / Die kleine Seejungfrau,Anke Beckert," Rudolf Fenner, Werner Schumacher, Marga Maasberg, Heinz Ladiges, W.A. Kähler, Ralf Nagel",0,18,2020.0,0,5.0,3,2020-09-18,983,38.0,0.0
Mopsy Mops - Folge 3: Mopsy Mops und die verrückte Erfindung,Konrad Halver," Dagmar von Kurmin, Hans Paetsch, Konrad Halver, Joachim Wolff, Claus Wagener, Hans Kahlert",0,18,2020.0,0,0.0,3,2020-09-18,983,43.0,0.0
Ein Geheimcode für die Galaxy Police,Florian Fickel," Gerrit Schmidt-Foß, Santiago Ziesmer, Ricardo Richter, Nicolás Artajo, Giuliana Jakobeit",0,19,2020.0,0,4.83,3,2020-09-11,990,58.0,0.0
Dorrie Loves Everything #5: Dorrie Loves Water,LG Jensen,No announcer,2,12,2020.0,0,5.0,1,2020-08-28,1004,0.0,0.0
Jazz #2: Jazz and Rain,Martin Vinther Madsen,No announcer,2,12,2020.0,0,5.0,1,2020-08-28,1004,0.0,0.0
Dorrie Loves Everything #4: Dorrie Loves Games,LG Jensen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
Dorrie Loves Everything #1: Dorrie Loves Movies,LG Jensen,No announcer,2,12,2020.0,0,5.0,1,2020-08-28,1004,0.0,0.0
Andrew the Ogre #1: New Friends,Thomas Friis Pedersen,No announcer,2,12,2020.0,0,4.67,1,2020-08-28,1004,0.0,0.0
Jazz #3: Jazz and Heat,Martin Vinther Madsen,No announcer,2,12,2020.0,0,4.0,1,2020-08-28,1004,0.0,0.0
The Boy Scout #1: The New Scout,Søren S. Jakobsen,No announcer,2,12,2020.0,0,4.0,1,2020-08-28,1004,0.0,0.0
Dorrie Loves Everything #3: Dorrie Loves Music,LG Jensen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
Dorrie Loves Everything #2: Dorrie Loves Food,LG Jensen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
Jazz #1: Jazz and Trash,Martin Vinther Madsen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
The Boy Scout #2: The Camp,Søren S. Jakobsen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
Andrew the Ogre #2: The Ogre Lair,Thomas Friis Pedersen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
The Boy Scout #3: A Good Scout,Søren S. Jakobsen,No announcer,2,12,2020.0,0,3.67,1,2020-08-28,1004,0.0,0.0
Andrew the Ogre #3: The Garbage Monster,Thomas Friis Pedersen,No announcer,2,12,2020.0,0,0.0,1,2020-08-28,1004,0.0,0.0
Escape from a Video Game: The Secret of Phantom Island,Dustin Brady,No announcer,2,2,2020.0,0,5.0,1,2020-09-01,1000,0.0,0.0
I can be a Rocket Scientist,Anna Claybourne,No announcer,2,20,2020.0,0,5.0,1,2020-08-27,1005,0.0,0.0
Seriously Silly Things To Do,Stephanie Clarkson,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Dinosaur Survival Guide,Clare Hibbert,No announcer,2,20,2020.0,0,5.0,1,2020-08-27,1005,0.0,0.0
I can be an Awesome Inventor,Anna Claybourne,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
"Hands-On Art: Things That Go: Drawing, Painting, and Printmaking",Joe Fullman,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Amazing Animals: More than 100 of the World's Most Remarkable Creatures,Claire Hibbert,No announcer,2,20,2020.0,0,4.0,1,2020-08-27,1005,0.0,0.0
I Can Be an Eco Hero,Thomas Canavan,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
I Can Be a Cool Coder,Thomas Canavan,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Hands-On Art! Fun with Crayons,Jean Claude,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
Origami Dinosaurs,Joe Fullman,No announcer,2,20,2020.0,0,3.33,1,2020-08-27,1005,0.0,0.0
"Hands-On Art: In the Garden: Drawing, Painting, and Printmaking",Violet Peto,No announcer,2,20,2020.0,0,0.0,1,2020-08-27,1005,0.0,0.0
The Midnight Guardians,Ross Montgomery, Joe Jameson,0,14,2020.0,0,4.5,1,2020-09-03,998,35.0,9.0
Wyprawa do Centaurii,Marcin Mortka, Wojciech Masiak,0,0,2020.0,0,4.68,5,2020-09-29,972,2.0,0.0
Orla drużyna,Marcin Mortka, Wojciech Masiak,0,0,2020.0,0,4.78,5,2020-09-15,986,12.0,2.0
The Calico Cat,Charles Miner Thompson, Allyson Hester,0,6,2020.0,0,0.0,1,2020-09-14,987,29.0,2.0
The Girl Next Door,Augusta Huiell Seaman, Jennifer Dallman,1,6,2020.0,0,4.5,1,2020-09-15,986,11.0,4.0
Coco,Diana López, Frankie Corzo,0,21,2017.0,0,3.75,1,2017-11-22,2014,36.0,5.0
Doktor Dolittle i jego zwierzaki,Hugh Lofting, Edyta Jungowska,0,22,2020.0,0,4.69,5,2020-09-02,999,25.0,3.0
White Fang,Jack London, Rebecca K. Reynolds,0,10,2020.0,0,4.8,1,2020-09-15,986,59.0,1.0
Joe Bev Hanna-Barberian,Joe Bevilacqua," Lorie Kellogg, Joe Bevilacqua",0,23,2017.0,0,4.0,1,2017-02-07,2302,1.0,2.0
Haunted Joe Bev,Joe Bevilacqua," Lorie Kellogg, Joe Bevilacqua",0,23,2017.0,0,4.5,1,2017-02-07,2302,2.0,0.0
Joe Bev au Naturel,Joe Bevilacqua," Lorie Kellogg, Joe Bevilacqua",0,23,2017.0,0,0.0,1,2017-02-07,2302,6.0,2.0
The Enchanted Castle 4 - Poisonous Plans,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,3.0,1,2020-09-17,984,40.0,0.0
The Enchanted Castle 9 - The Unicorn's Tears,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,0.0,1,2020-09-17,984,43.0,0.0
The Enchanted Castle 8 - Burn the Witch!,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,0.0,1,2020-09-17,984,40.0,0.0
The Enchanted Castle 1 - Black Magic,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,38.0,0.0
The Enchanted Castle 11 - The Mermaid's Song,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,0.0,1,2020-09-17,984,39.0,0.0
The Enchanted Castle 2 - Chivalrous Love,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,40.0,0.0
The Enchanted Castle 3 - The Enemy of the Fairies,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,40.0,0.0
The Enchanted Castle 7 - Dangerous Vikings,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,38.0,0.0
The Enchanted Castle 10 - The Dragon's Heart,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,0.0,1,2020-09-17,984,41.0,0.0
The Enchanted Castle 12 - The Valley of Trolls,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,37.0,0.0
The Enchanted Castle 5 - Magical Caves,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,39.0,0.0
The Enchanted Castle 6 - The Emperor's Slave,Peter Gotthardt, Katherine Moran,0,6,2020.0,0,5.0,1,2020-09-17,984,39.0,0.0
Snow White,Jacob Wilhelm Grimm, A Full Cast,0,24,2017.0,0,4.21,1,2017-02-21,2288,59.0,0.0
Secrets of the Silver Lion,Emma Otheguy, Kyla Garcia,0,25,2020.0,0,4.14,1,2020-11-24,916,36.0,4.0
Phonics Song & Chant: Alphabet,A*List, Unknown,0,26,2020.0,0,2.0,1,2020-09-01,1000,39.0,0.0
Phonics Song & Chant: Vowels & Double Letters,A*List, Unknown,0,26,2020.0,0,5.0,1,2020-09-01,1000,6.0,1.0
The Wouldbegoods,Edith Nesbit,No announcer,2,6,2020.0,0,0.0,1,2020-09-18,983,0.0,0.0
Ida i konie z Zielonej Wyspy,Magdalena Zarębska, Lena Schimscheiner,0,27,2020.0,0,4.87,5,2020-09-04,997,28.0,3.0
Teddy's Button,Amy Le Feuvre, Robert Harder,0,6,2020.0,0,0.0,1,2020-09-18,983,28.0,2.0
Probable Sons,Amy Le Feuvre, Laura Caldwell,1,6,2020.0,0,4.0,1,2020-09-18,983,7.0,2.0
Cuentos de hadas de la Tierra de los duendes 3 - La espada en la cueva del dragón,Peter Gotthardt,No announcer,2,6,2021.0,0,0.0,6,2021-02-16,832,0.0,0.0
Cuentos de hadas de la Tierra de los duendes 2 - La bruja Cuervo Negro,Peter Gotthardt,No announcer,2,6,2021.0,0,0.0,6,2021-02-16,832,0.0,0.0
El maravilloso mago de Oz,L. Frank Baum,No announcer,2,6,2021.0,0,1.0,6,2021-02-16,832,0.0,0.0
Juan Sin Miedo,Hermanos Grimm,No announcer,2,6,2020.0,0,3.33,6,2020-09-18,983,0.0,0.0
El Flautista de Hamelín,Hermanos Grimm,No announcer,2,6,2020.0,0,4.4,6,2020-09-18,983,0.0,0.0
Hansel y Gretel,Hermanos Grimm,No announcer,2,6,2020.0,0,4.67,6,2020-09-18,983,0.0,0.0
Aladino,Anónimo,No announcer,2,6,2020.0,0,0.0,6,2020-09-18,983,0.0,0.0
El Príncipe Feliz,Oscar Wilde,No announcer,2,6,2020.0,0,4.0,6,2020-09-18,983,0.0,0.0
Freche Mädchen: Die Wilden Rosen: Schule? Total verrückt!,Bianka Minte-König, Corinna Dorenkamp,0,28,2020.0,0,5.0,3,2020-09-25,976,17.0,5.0
Freche Mädchen: Die Wilden Rosen: Liebe? Ganz schön peinlich!,Bianka Minte-König, Corinna Dorenkamp,0,28,2020.0,0,5.0,3,2020-09-25,976,55.0,4.0
Die schönsten Märchen der Gebrüder Grimm - Folge 2,Gebrüder Grimm," Uwe Friedrichsen, Margund Sommer, Ingeborg Walther, Heinz Ladiges, Peter Wienecke, Klaus Mölln",0,18,2020.0,0,0.0,3,2020-10-02,969,48.0,0.0
Don Quixote - Folge 1: Der Kampf mit den Windmühlen,Miguel De Cervantes," Klaus Sonnenschein, Peter Lustig, Heinz Spitzner, Horst Pinnow, Ruth Scheerbarth, Karin Hardt",0,18,2020.0,0,0.0,3,2020-10-02,969,35.0,0.0
Don Quixote - Folge 2: Der Kampf mit dem Schlauch Rotwein,Miguel De Cervantes," Klaus Sonnenschein, Peter Lustig, Heinz Spitzner, Ulrich Hoppe, Horst Pinnow, Ruth Scheerbarth, Karin Hardt",0,18,2020.0,0,2.0,3,2020-10-02,969,34.0,0.0
