book_name,author_name,announcer_name,book_type,publishing,publishing_year,genre,stars,language,release_date,days_from_release,recording_minutes,recording_hours
"Raumstation Alpha-Base, Folge 2: Überleben",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,49.0,0.0
"Raumstation Alpha-Base, Folge 3: Freund oder Feind",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,59.0,0.0
Five Nights at Freddy's,Elley Cooper,No announcer,Digital book,Panini,2020.0,Young youth and mature youth,5.0,German,2020-09-25,990,0.0,0.0
"Raumstation Alpha-Base, Folge 4: Kontakt",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,55.0,0.0
"Raumstation Alpha-Base, Folge 5: Das letzte Lebenszeichen",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,6.0,1.0
"Raumstation Alpha-Base, Folge 6: Die Romani",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,45.0,0.0
"Raumstation Alpha-Base, Folge 7: Der Untergang der Alpha-Base",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,46.0,0.0
"Raumstation Alpha-Base, Folge 8: Feind",James Owen," Erich Räuker, Frank Otto Schenk, Stefan Staudinger, Michael Tietz, Michael Iwannek, Anke Reitzenstein, Gertie Honeck",Aoudio book,Highscore Music,2014.0,Young youth and mature youth,0.0,German,2014-04-04,3356,45.0,0.0
"Graf Koriander, Folge 2: Graf Koriander lernt fliegen",Andrea Schütze, Martin Baltscheit,Aoudio book,Lübbe Audio,2014.0,Young youth and mature youth,0.0,German,2014-04-15,3345,8.0,2.0
"Durch das Land der Skipetaren - Karl Mays Gesammelte Werke, Band 5 (Ungekürzte Lesung)",Karl May, Peter Sodann,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-09-01,2110,31.0,15.0
"In den Schluchten des Balkan - Karl Mays Gesammelte Werke, Band 4 (Ungekürzte Lesung)",Karl May, Peter Sodann,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-09-01,2110,51.0,14.0
"Winnetou III - Karl Mays Gesammelte Werke, Band 9 (Ungekürzte Lesung)",Karl May, Heiko Grauel,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-09-01,2110,53.0,15.0
Echoes of Newtown,Blake Fite,No announcer,Digital book,Morgan James Fiction,2020.0,Young youth and mature youth,0.0,English,2020-10-06,979,0.0,0.0
Australian Christmas Yarns: Volume I,Mary Grant Bruce," Sarah Bacaller, Denis Daly",Aoudio book,Voices of Today,2020.0,Young youth and mature youth,0.0,English,2020-09-05,1010,28.0,2.0
Eine kurze Weltgeschichte für junge Leser: Von den Anfängen bis zum Mittelalter,Ernst H. Gombrich, Christoph Waltz,Aoudio book,Argon Verlag GmbH,2012.0,Young youth and mature youth,0.0,German,2012-08-23,3945,42.0,5.0
Eine kurze Weltgeschichte für junge Leser: Von der Renaissance bis heute,Ernst H. Gombrich, Christoph Waltz,Aoudio book,Argon Verlag GmbH,2012.0,Young youth and mature youth,4.0,German,2012-08-23,3945,30.0,4.0
No los llames,Carlos Ramos,No announcer,Digital book,Libros Duendes,2020.0,Young youth and mature youth,0.0,Spanish,2020-09-16,999,0.0,0.0
"Dorit Wilhelm erklärt, Dorit Wilhelm erklärt Deutschland",Doritt Wilhelm, Dorit Wilhelm,Aoudio book,Media Verlagsgesellschaft,2012.0,Young youth and mature youth,0.0,German,2012-07-13,3986,39.0,1.0
"Dorit Wilhelm erklärt, Dorit Wilhelm erklärt die Römer & Griechen",Doritt Wilhelm, Dorit Wilhelm,Aoudio book,Media Verlagsgesellschaft,2012.0,Young youth and mature youth,0.0,German,2012-07-13,3986,37.0,1.0
"Dorit Wilhelm erklärt, Dorit Wilhelm erklärt die Welt der Pferde",Doritt Wilhelm, Dorit Wilhelm,Aoudio book,Media Verlagsgesellschaft,2012.0,Young youth and mature youth,0.0,German,2012-07-13,3986,27.0,1.0
"Dorit Wilhelm erklärt, Dorit Wilhelm erklärt die Welt der Tiere",Doritt Wilhelm, Dorit Wilhelm,Aoudio book,Media Verlagsgesellschaft,2012.0,Young youth and mature youth,0.0,German,2012-07-13,3986,48.0,1.0
"Dorit Wilhelm erklärt, Dorit Wilhelm erklärt die Welt der Piraten",Doritt Wilhelm, Dorit Wilhelm,Aoudio book,Media Verlagsgesellschaft,2012.0,Young youth and mature youth,0.0,German,2012-07-13,3986,9.0,1.0
Toda esa suciedad,Juan Diego Serrano,No announcer,Digital book,Ediciones UIS,2020.0,Young youth and mature youth,0.0,Spanish,2020-09-14,1001,0.0,0.0
Ein Junge wird entführt: Die Abenteuer des David Balfour,Robert Louis Stevenson," Reent Reins, Hans Irle, Joseph Offenbach, Richard Münch",Aoudio book,Sauerländer Audio,2014.0,Young youth and mature youth,3.0,German,2014-09-25,3182,48.0,2.0
Die Geburt des Königs,Bible Pathway Adventures,No announcer,Digital book,Bible Pathway Adventures,2020.0,Young youth and mature youth,0.0,German,2020-09-15,1000,0.0,0.0
Lost Place - Jellas Geheimnis,Simone Holthaus,No announcer,Digital book,Papierfresserchens MTM-Verlag,2020.0,Young youth and mature youth,0.0,German,2020-09-22,993,0.0,0.0
Die Lichtstein-Saga 3: Fineas,Nadine Erdmann,No announcer,Digital book,Greenlight Press,2020.0,Young youth and mature youth,0.0,German,2020-09-28,987,0.0,0.0
Märchenschätze der Brüder Grimm,Brüder Grimm, Matthias Fischer,Aoudio book,randvoll,2011.0,Young youth and mature youth,0.0,German,2011-12-01,4211,10.0,1.0
Keine Wahl,Christoph Wortberg, Christoph Wortberg,Aoudio book,Lübbe Audio,2009.0,Young youth and mature youth,0.0,German,2009-04-14,5172,27.0,4.0
Roaring,Lindsey Duga," Charlie Thurston, Rachel L. Jacobs",Aoudio book,Tantor Audio,2020.0,Young youth and mature youth,4.11,English,2020-12-08,916,17.0,12.0
"Kevin von Locksley, Teil 4: Kevins Schwur - Der Weg nach Thule",Wolfgang Hohlbein, Timmo Niesner,Aoudio book,Lübbe Audio,2009.0,Young youth and mature youth,0.0,German,2009-06-16,5109,10.0,2.0
Die Suche nach dem wunderbunten Vögelchen,Franz Fuhmann, Jaecki Schwarz,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-05-12,5144,8.0,1.0
Jungs sind wie Kaugummi - süß und leicht um den Finger zu wickeln,Kerstin Gier, Linn Reusse,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-05-12,5144,12.0,2.0
Ich bin die Nele,Peter Brock, Petra Schmidt-Schaller,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-05-12,5144,22.0,4.0
"Laura, Teil 9: Lauras Piratenschatz",Cornelia Neudert, Bernd Reheuser,Aoudio book,Lübbe Audio,2013.0,Young youth and mature youth,0.0,German,2013-08-16,3587,26.0,0.0
"Molli Mogel, Verrate nichts, kleine Zauberin!",Nele Moost, Dana Geissler,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,5.0,German,2011-10-14,4259,7.0,1.0
"Molli Mogel, Kleine Zauberin ganz groß!",Nele Moost, Dana Geissler,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,0.0,German,2011-10-14,4259,10.0,1.0
"Percy Jackson, Teil 5: Die letzte Göttin",Rick Riordan, Marius Clarén,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,4.64,German,2011-10-14,4259,16.0,5.0
"Das Tal, Die Katastrophe",Krystyna Kuhn, Franziska Pigulla,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,4.71,German,2010-08-27,4672,43.0,4.0
"Team X-Treme, Folge 16: Schachmatt!",Michael Peinkofer, Jannik Schümann,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,0.0,German,2010-08-27,4672,58.0,0.0
Ein Herz auf Flügeln zart,Helen Abele, Nana Spier,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,0.0,German,2010-10-08,4630,15.0,5.0
Wie ein Kuss von Rosenblüten,Martina Sahler, Yara Blümel,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,0.0,German,2010-10-08,4630,25.0,4.0
"Percy Jackson, Teil 2: Im Bann des Zyklopen",Rick Riordan, Marius Clarén,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,4.73,German,2010-10-08,4630,10.0,5.0
Perry Rhodan Neo 233: Der Oxtorner,Rainer Schorm, Hanno Dinger,Aoudio book,Eins A Medien,2020.0,Young youth and mature youth,4.0,German,2020-08-21,1025,4.0,6.0
"Das Tal, Season 2, 3: Die Jagd",Krystyna Kuhn, Franziska Pigulla,Aoudio book,Lübbe Audio,2013.0,Young youth and mature youth,4.25,German,2013-05-17,3678,17.0,5.0
Tamaro - Eine Indianerballade mit Liedern und Geschichten,Fredrik Vahle, Fredrik Vahle,Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,0.0,German,2014-08-21,3217,42.0,0.0
Prinzessin Fibi - Der verliebte Drache und andere Abenteuer,Gudrun Likar, Alexandra Neldel,Aoudio book,Argon Verlag GmbH,2014.0,Kids,5.0,German,2014-08-21,3217,1.0,0.0
Sunny Valentine - Von Tropenvögeln und königlichen Unterhosen,Irmgard Kramer, Jodie Ahlborn,Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,0.0,German,2014-07-24,3245,9.0,3.0
"Petronella Apfelmus, Teil 1: Verhext und festgeklebt",Sabine Städing, Nana Spier,Aoudio book,Lübbe Audio,2014.0,Young youth and mature youth,5.0,German,2014-07-18,3251,20.0,2.0
Pensar con el oído,Angelo Medina Lafuente,No announcer,Digital book,E1 Ediciones,2020.0,Young youth and mature youth,4.33,Spanish,2020-09-17,998,0.0,0.0
Make Love,Ann-Marlene," Anja Stadlober, Timmo Niesner",Aoudio book,Argon Verlag GmbH,2012.0,Young youth and mature youth,1.0,German,2012-10-09,3898,27.0,5.0
"Do, die Delfinin",Herman van Veen, Herman van Veen,Aoudio book,Lübbe Audio,2012.0,Young youth and mature youth,5.0,German,2012-10-05,3902,30.0,0.0
Scheiß Liebe,Anja Kömmerling, Anna Carlsson,Aoudio book,Lübbe Audio,2012.0,Young youth and mature youth,0.0,German,2012-10-05,3902,41.0,4.0
Uthoff Box (ungekürzt),Max Uthoff, Max Uthoff,Aoudio book,WortArt,2017.0,Young youth and mature youth,0.0,German,2017-09-22,2089,21.0,4.0
Die Box (ungekürzt),Wilfried Schmickler, Wilfried Schmickler,Aoudio book,WortArt,2017.0,Young youth and mature youth,0.0,German,2017-09-22,2089,42.0,4.0
Somuncu Box (ungekürzt),Serdar Somuncu, Serdar Somuncu,Aoudio book,WortArt,2017.0,Young youth and mature youth,0.0,German,2017-09-22,2089,58.0,8.0
Finanz-Box (ungekürzt),HG. Butzko, HG. Butzko,Aoudio book,WortArt,2017.0,Young youth and mature youth,0.0,German,2017-09-15,2096,20.0,4.0
Die Box (ungekürzt),Horst Schroth, Horst Schroth,Aoudio book,WortArt,2017.0,Young youth and mature youth,0.0,German,2017-09-15,2096,13.0,6.0
Die Box (ungekürzt),Urban Priol, Urban Priol,Aoudio book,WortArt,2017.0,Young youth and mature youth,0.0,German,2017-09-15,2096,1.0,5.0
"Der Ölprinz - Karl Mays Gesammelte Werke, Band 37 (Ungekürzte Lesung)",Karl May, Heiko Grauel,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-09-08,2103,19.0,14.0
"Der Schatz im Silbersee - Karl Mays Gesammelte Werke, Band 36 (Ungekürzte Lesung)",Karl May, Heiko Grauel,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-09-08,2103,11.0,15.0
"Der Schut - Karl Mays Gesammelte Werke, Band 6 (Ungekürzte Lesung)",Karl May, Peter Sodann,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-09-08,2103,31.0,17.0
"Durchs wilde Kurdistan - Karl Mays Gesammelte Werke, Band 2 (Ungekürzte Lesung)",Karl May, Peter Sodann,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-08-25,2117,58.0,15.0
"Von Bagdad nach Stambul - Karl Mays Gesammelte Werke, Band 3 (Ungekürzte Lesung)",Karl May, Peter Sodann,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-08-25,2117,47.0,16.0
"Winnetou II - Karl Mays Gesammelte Werke, Band 8 (Ungekürzte Lesung)",Karl May, Heiko Grauel,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-08-25,2117,55.0,16.0
"Durch die Wüste - Karl Mays Gesammelte Werke, Band 1 (Ungekürzte Lesung)",Karl May, Peter Sodann,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-08-18,2124,53.0,15.0
"Unter Geiern - Karl Mays Gesammelte Werke, Band 35 (Ungekürzte Lesung)",Karl May, Heiko Grauel,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-08-18,2124,49.0,15.0
"Winnetou I - Karl Mays Gesammelte Werke, Band 7 (Ungekürzte Lesung)",Karl May, Heiko Grauel,Aoudio book,Karl-May-Verlag,2017.0,Young youth and mature youth,0.0,German,2017-08-18,2124,29.0,15.0
Sleeper: The Red Storm,J.D. Fennell,No announcer,Digital book,Canelo Adventure,2022.0,Young youth and mature youth,0.0,English,2022-11-04,220,0.0,0.0
Sleeper,J.D. Fennell,No announcer,Digital book,Canelo Action,2020.0,Young youth and mature youth,0.0,English,2020-12-07,917,0.0,0.0
No busques mi mirada,Elena de Toro,No announcer,Digital book,Editorial Calíope,2020.0,Young youth and mature youth,0.0,Spanish,2020-09-24,991,0.0,0.0
Was Lehrer nicht dürfen!: Antworten auf die 50 wichtigsten Schülerfragen,Fernando Rode, Philipp Möller,Aoudio book,Finch&Zebra,2017.0,Young youth and mature youth,0.0,German,2017-04-28,2236,9.0,1.0
The Unknown Quest: An Unofficial Minecraft Series,Mr. Crafty, Steve Relish,Aoudio book,Kids Activity Publishing,2020.0,Young youth and mature youth,4.17,English,2020-09-11,1004,18.0,1.0
"Те, кто уходит и те, кто остается",Элена Ферранте,No announcer,Digital book,Синдбад,2017.0,Young youth and mature youth,5.0,Russian,2017-07-04,2169,0.0,0.0
Silber - Das zweite Buch der Träume - Dream a Little Dream (Ungekürzte Fassung),Kerstin Gier, Simona Pahl,Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,4.64,German,2014-06-26,3273,33.0,9.0
Das Haus des Hades - Helden des Olymp 4,Rick Riordan, Marius Clarén,Aoudio book,Lübbe Audio,2014.0,Young youth and mature youth,4.55,German,2014-11-14,3132,48.0,7.0
Der Wechstabenverbuchsler + Der Wechstabenverbuchsler im Zoo,Mathias Jeschke," Marie Bierstedt, Maximilian Artajo",Aoudio book,Lübbe Audio,2013.0,Young youth and mature youth,4.0,German,2013-10-11,3531,18.0,0.0
Rübezahl,J.K.A. Musäus," Wolfgang Reichmann, Herbert Fleischmann, Margot Philipp, Hans Haas",Aoudio book,Bella Musica Edition,2015.0,Young youth and mature youth,4.0,German,2015-08-14,2859,35.0,0.0
Die schönsten Märchen,Ludwig Bechstein, Dieter Memel,Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,1.0,German,2014-05-21,3309,17.0,1.0
"Märchenbox, Brüder Grimm (ungekürzt)",Brüder Grimm," Ulrike Möckel, Tom Vogt, Uta Hallant",Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,0.0,German,2014-05-21,3309,24.0,5.0
"Märchenbox, Prinzessinnen (ungekürzt)",Hans Christian Andersen," Thomas Vogt, Ulrike Möckel, Katharina Thalbach, Peter Hofmann, Birgitt Dölling, Christian Schmidt 307: Marek Harloff",Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,5.0,German,2014-05-21,3309,32.0,4.0
"Märchenbox, Die schönsten deutschen Märchen",Gerdt von Bassewitz," Ulrike Möckel, Katharina Thalbach, Nadja Schulz Berlinghoff, Falilou Seck",Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,0.0,German,2014-05-21,3309,1.0,6.0
"Märchenbox, 1001 Nacht",Traditionell," Matthias Haase, Frank Arnold, Uta Hallant, Brita Sommer",Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,0.0,German,2014-05-21,3309,53.0,5.0
"Team X-Treme, Folge 1: Alles oder nichts",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,2.5,German,2010-01-29,4882,55.0,0.0
"Team X-Treme, Folge 4: Das Borodin-Gambit",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,0.0,German,2010-01-29,4882,46.0,0.0
"Team X-Treme, Folge 2: Die Bestie aus der Tiefe",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,5.0,German,2010-01-29,4882,46.0,0.0
"Team X-Treme, Folge 3: Projekt Tantalus",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,0.0,German,2010-01-29,4882,41.0,0.0
"Team X-Treme, Folge 5: Sumpf des Schreckens",Michael Peinkofer," Linn Reusse, Janni Schümann, Yoshi Grimm",Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,0.0,German,2010-01-29,4882,54.0,0.0
"Team X-Treme, Folge 6: Codename Nautilus",Michael Peinkofer," Linn Reusse, Janni Schümann, Yoshi Grimm",Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,0.0,German,2010-01-29,4882,53.0,0.0
"Team X-Treme, Folge 7: Donner über der Wüste",Michael Peinkofer," Linn Reusse, Janni Schümann, Yoshi Grimm",Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,0.0,German,2010-01-29,4882,48.0,0.0
"Team X-Treme, Folge 8: Das Monster aus dem Eis",Michael Peinkofer," Linn Reusse, Janni Schümann, Yoshi Grimm",Aoudio book,Wellenreiter,2010.0,Young youth and mature youth,0.0,German,2010-01-29,4882,51.0,0.0
Die zauberhafte Welt des Hans Christian Andersen,Hans Christian Andersen, Ralf Steuernagel,Aoudio book,Best Entertainment,2012.0,Young youth and mature youth,0.0,German,2012-06-01,4028,8.0,1.0
Die schönsten Märchen der Brüder Grimm,Brüder Grimm, Ralf Steuernagel,Aoudio book,Best Entertainment,2012.0,Young youth and mature youth,0.0,German,2012-06-01,4028,7.0,1.0
Der Struwwelpeter und andere Geschichten,Heinrich Hoffmann, Ralf Steuernagel,Aoudio book,Best Entertainment,2012.0,Young youth and mature youth,0.0,German,2012-06-01,4028,45.0,0.0
Max & Moritz und andere Erzählungen,Wilhelm Busch, Ralf Steuernagel,Aoudio book,Best Entertainment,2012.0,Young youth and mature youth,0.0,German,2012-06-01,4028,45.0,0.0
Märchenwelt der Brüder Grimm,Brüder Grimm, Ralf Steuernagel,Aoudio book,Best Entertainment,2012.0,Young youth and mature youth,0.0,German,2012-06-01,4028,8.0,1.0
"Das Tal, Season 2, Das Erbe",Krystyna Kuhn, Franziska Pigulla,Aoudio book,Lübbe Audio,2012.0,Young youth and mature youth,4.33,German,2012-05-18,4042,12.0,5.0
Silber - Das erste Buch der Träume,Kerstin Gier, Simona Pahl,Aoudio book,Argon Verlag GmbH,2013.0,Young youth and mature youth,4.53,German,2013-06-20,3644,35.0,9.0
Das Geheimnis von Theofilius - Alfred J. Kwak begegnet Theofilius,Herman van Veen, Herman van Veen,Aoudio book,Wellenreiter,2008.0,Young youth and mature youth,0.0,German,2008-11-29,5308,49.0,0.0
Der Fluch von Barataria,Michael Peinkofer, Marius Clarén,Aoudio book,Wellenreiter,2008.0,Young youth and mature youth,0.0,German,2008-11-29,5308,50.0,4.0
"Kevin von Locksley, Teil 3: Kevins Schwur - Die Druiden von Stonehenge",Wolfgang Hohlbein, Timmo Niesner,Aoudio book,Wellenreiter,2008.0,Young youth and mature youth,0.0,German,2008-11-11,5326,31.0,2.0
"Paddy, der kleine Pirat",Michael Schwertel," Frank Glaubrecht, Oliver Wnuk, Dirk Bach",Aoudio book,Wellenreiter,2008.0,Young youth and mature youth,0.0,German,2008-09-16,5382,45.0,0.0
Prinzessin Sara,Frances Hodgson Burnett, Sarah Kuttner,Aoudio book,Wellenreiter,2008.0,Young youth and mature youth,0.0,German,2008-08-12,5417,12.0,3.0
Nebel des Vergessens,Bianka Minte-König, Nana Spier,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-01-13,5263,8.0,2.0
"Pomm, pomm, pomm, ein Eisbär kriegt kein Eis mehr",Herman van Veen," Herman van Veen, Anna van Veen, Edith Leerkens",Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-01-13,5263,35.0,0.0
"Schluri Schlampowski, Schluri Schlampowski und der Störenfried",Brigitte Endres, Andreas Fröhlich,Aoudio book,Argon Verlag GmbH,2013.0,Young youth and mature youth,0.0,German,2013-07-25,3609,22.0,1.0
Mein Herz zwischen den Zeilen,Jodi Picoult," Marie Bierstedt, Maximilian Artajo, Bernd Reheuser",Aoudio book,Lübbe Audio,2013.0,Young youth and mature youth,4.33,German,2013-07-19,3615,48.0,4.0
Türkisgrüner Winter,Carina Bartsch, Marie-Isabel Walke,Aoudio book,Argon Verlag GmbH,2015.0,Young youth and mature youth,4.64,German,2015-02-23,3031,5.0,12.0
"Team X-Treme, Folge 10: Tsunami",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,5.0,German,2009-10-09,4994,46.0,0.0
"Team X-Treme, Folge 11: S.O.S. Cleopatra",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-10-09,4994,46.0,0.0
"Team X-Treme, Folge 9: Der Schwarze Renegat",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-10-09,4994,49.0,0.0
"Team X-Treme, Folge 12: Unternehmen Schneefeuer",Michael Peinkofer, Jannik Schümann,Aoudio book,Wellenreiter,2009.0,Young youth and mature youth,0.0,German,2009-10-09,4994,46.0,0.0
"Team Undercover, Folge 14: Unter Haien",Markus Topf," Patrick Mölleken, Max von der Groeben, Theresa Schulte",Aoudio book,Highscore Music,2015.0,Young youth and mature youth,4.0,German,2015-05-15,2950,1.0,1.0
La prodigiosa trama: Variaciones en clave de red,Sonia Abadi,No announcer,Digital book,Muíños de vento,2020.0,Young youth and mature youth,0.0,Spanish,2020-09-19,996,0.0,0.0
"An das Stiftsfräulein Wilhelmine v. Zenge Hochwürden und Hochwohlgeboren zu Frankfurt a. O. Berlin, den 22. März 1801",Heinrich von Kleist, Otto Sander,Aoudio book,AUDIOBUCH,2014.0,Young youth and mature youth,0.0,German,2014-09-09,3198,6.0,0.0
Übertrieben tot - Frl. Krise und Frau Freitag ermitteln,Frl. Krise," Carolin Kebekus, Joseline Gassen",Aoudio book,Argon Verlag GmbH,2014.0,Young youth and mature youth,4.0,German,2014-11-27,3119,32.0,7.0
"Percy Jackson, Teil 3: Der Fluch des Titanen",Rick Riordan, Marius Clarén,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,4.7,German,2011-03-18,4469,32.0,4.0
Rafael 2.0,Karl Olsberg, Patrick Mölleken,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,0.0,German,2011-01-14,4532,44.0,4.0
"Digedags - Römer-Serie, Folge 1: Circus Digedag",Hannes Hegen, Gunther Emmerlich,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,0.0,German,2010-12-17,4560,58.0,0.0
"Digedags - Römer-Serie, Folge 2: Verschwörung in Rom",Hannes Hegen, Gunther Emmerlich,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,0.0,German,2010-12-17,4560,58.0,0.0
"Digedags - Römer-Serie, Folge 3: Die Seeschlacht",Hannes Hegen, Gunther Emmerlich,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,0.0,German,2010-12-17,4560,5.0,1.0
"Das Tal, Der Sturm",Krystyna Kuhn, Franziska Pigulla,Aoudio book,Lübbe Audio,2010.0,Young youth and mature youth,4.67,German,2010-11-12,4595,46.0,4.0
Young Stars - Fussball-Songs + Kicker-Quiz + coole Tricks 1,Peter Huber, Diverse Sprecher,Aoudio book,ARAMSAMSAM,2016.0,Young youth and mature youth,0.0,German,2016-06-08,2560,32.0,0.0
Young Stars - Fussball-Songs + Kicker-Quiz + coole Tricks 2,Peter Huber, Diverse Sprecher,Aoudio book,ARAMSAMSAM,2016.0,Young youth and mature youth,0.0,German,2016-06-08,2560,27.0,0.0
"Weenie & Ihre Freunde, Folge 1: Im Geistergruselland",Hans Rath, Michaela Wiebusch,Aoudio book,TMO,2014.0,Young youth and mature youth,0.0,German,2014-10-17,3160,34.0,0.0
"Weenie & Ihre Freunde, Folge 2: Rettet Halloween",Hans Rath, Michaela Wiebusch,Aoudio book,TMO,2014.0,Young youth and mature youth,0.0,German,2014-10-17,3160,35.0,0.0
"Lauras Stern, Teil 10: Fabelhafte Gutenacht-Geschichten",Cornelia Neudert, Bernd Reheuser,Aoudio book,Lübbe Audio,2014.0,Young youth and mature youth,5.0,German,2014-11-07,3139,33.0,0.0
Keinohrhase und Zweiohrküken,Klaus Baumgart, Til Schweiger,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,0.0,German,2011-03-25,4462,23.0,0.0
Charlottes Traumpferd,Nele Neuhaus, Hannah Schepmann,Aoudio book,Lübbe Audio,2012.0,Young youth and mature youth,4.0,German,2012-02-17,4133,20.0,2.0
"Das Tal, Die Prophezeiung",Krystyna Kuhn, Franziska Pigulla,Aoudio book,Lübbe Audio,2011.0,Young youth and mature youth,4.5,German,2011-03-18,4469,12.0,5.0
Ruby Redfort: Gefährlicher als Gold,Lauren Child, Anja Stadlober,Aoudio book,Argon Verlag GmbH,2013.0,Young youth and mature youth,3.0,German,2013-08-22,3581,54.0,4.0
"Drei Freundinnen im Wunderland, Folge 3: Bei den Wolkenelfen",Rosie Banks, Mia Diekow,Aoudio book,Argon Verlag GmbH,2013.0,Young youth and mature youth,0.0,German,2013-05-16,3679,1.0,1.0
"Geschichte aus 1001 Nacht, Sindbad der Seefahrer",Cissy Thiesies," Cissy Thiesies, Gerd Speer, Harald Heinrichs, Patricia Hartmann",Aoudio book,Bellaphon,2010.0,Young youth and mature youth,0.0,German,2010-06-18,4742,29.0,0.0
Schneewittchen / Rumpelstilzchen / Hase & Igel,Brüder Grimm," Cissy Thiesies, Gerd Speer, Harald Heinrichs, Patricia Hartmann",Aoudio book,Bellaphon,2010.0,Young youth and mature youth,0.0,German,2010-06-18,4742,44.0,0.0
